typhoon,actual,predicted
bopha2012,0,0
bopha2012,0,0
bopha2012,0,1
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,1
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,1
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,1,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,1
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,1
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,1
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,1,0
bopha2012,0,0
bopha2012,0,1
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,1,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,1
bopha2012,0,1
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,1,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
bopha2012,0,0
conson2010,0,0
conson2010,0,1
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,1
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,1
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,1
conson2010,0,0
conson2010,0,0
conson2010,0,1
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,1
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,1
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
conson2010,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,1
durian2006,0,0
durian2006,1,0
durian2006,1,0
durian2006,0,0
durian2006,0,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,1,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,1,0
durian2006,0,1
durian2006,0,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,1
durian2006,0,0
durian2006,1,0
durian2006,1,1
durian2006,0,0
durian2006,0,1
durian2006,0,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,1
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,1,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,1
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,1
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,1,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,1,1
durian2006,0,1
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,1
durian2006,0,0
durian2006,0,0
durian2006,0,1
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,1,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,0,0
durian2006,1,0
durian2006,0,0
durian2006,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
