id,pcode,Manucipality,typhoon,Year,Totally,Partially,total
1181,PH021510000,CAMALANIUGAN,Krosa,2013,125,1483,1608
1182,PH021507000,Ballesteros,Krosa,2013,292,1903,2195
1183,PH021517000,Lasam,Krosa,2013,163,581,744
1184,PH021522000,SANCHEZ-MIRA,Krosa,2013,166,1784,1950
1185,PH021524000,SANTA PRAXEDES,Krosa,2013,4,105,109
1186,PH021515000,IGUIG,Krosa,2013,35,630,665
1187,PH021513000,Gattaran,Krosa,2013,41,318,359
1188,PH021516000,LAL-LO,Krosa,2013,402,3178,3580
1189,PH021508000,Buguey,Krosa,2013,12,215,227
1190,PH021523000,SANTA ANA,Krosa,2013,169,2060,2229
1191,PH021503000,Allacapan,Krosa,2013,85,713,798
1192,PH021518000,Pamplona,Krosa,2013,50,100,150
1193,PH021526000,SANTO NIÑO (FAIRE),Krosa,2013,75,412,487
1194,PH021501000,Abulug,Krosa,2013,145,2225,2370
1195,PH021504000,Amulung,Krosa,2013,163,1448,1611
1196,PH021521000,RIZAL,Krosa,2013,,238,238
1197,PH021511000,Claveria,Krosa,2013,7,732,739
1198,PH021506000,BAGGAO,Krosa,2013,83,799,882
1199,PH015504000,Alcala,Krosa,2013,143,1622,1765
1200,PH148101000,CALANASAN (BAYAG),Krosa,2013,,2,2
1201,PH148103000,Flora,Krosa,2013,174,933,1107
1202,PH148104999,Luna,Krosa,2013,3,63,66
1203,PH148107000,SANTA MARCELA,Krosa,2013,87,1027,1114
1204,PH148102000,Conner,Krosa,2013,5,40,45
1205,PH148106000,Pudtol,Krosa,2013,12,433,445
1206,PH013301000,AGOO,Utor,2013,1,1,2
1207,PH013312000,PUGO,Utor,2013,1,1,2
1208,PH013314000,CITY OF SAN FERNANDO (Capital),Utor,2013,1,1,2
1209,PH013320000,TUBAO,Utor,2013,1,1,2
1210,PH015523000,MABINI,Utor,2013,6,3,9
1211,PH015529000,NATIVIDAD,Utor,2013,2,13,15
1212,PH015536000,SAN NICOLAS,Utor,2013,1,1,2
1213,PH015543000,TAYUG,Utor,2013,1,1,2
1214,PH023109000,CORDON,Utor,2013,1,53,54
1215,PH023112000,ECHAGUE,Utor,2013,4,1,5
1216,PH023115000,JONES,Utor,2013,1,16,17
1217,PH023127000,SAN AGUSTIN,Utor,2013,5,119,124
1218,PH025001000,AMBAGUIO,Utor,2013,1,19,20
1219,PH025002000,ARITAO,Utor,2013,6,154,160
1220,PH025003000,BAGABAG,Utor,2013,4,64,68
1221,PH025004000,BAMBANG,Utor,2013,8,32,40
1222,PH025005000,BAYOMBONG (Capital),Utor,2013,8,33,41
1223,PH025006000,DIADI,Utor,2013,11,54,65
1224,PH025007000,DUPAX DEL NORTE,Utor,2013,1,10,11
1225,PH025008000,DUPAX DEL SUR,Utor,2013,1,10,11
1226,PH025009000,KASIBU,Utor,2013,36,107,143
1227,PH025011000,QUEZON,Utor,2013,1,79,80
1228,PH025012000,SANTA FE,Utor,2013,1,104,105
1229,PH025013000,SOLANO,Utor,2013,4,75,79
1230,PH025014000,VILLAVERDE,Utor,2013,1,22,23
1231,PH025015000,ALFONSO CASTANEDA,Utor,2013,1,9,10
1232,PH025701000,AGLIPAY,Utor,2013,102,1054,1156
1233,PH025702000,CABARROGUIS (Capital),Utor,2013,87,1130,1217
1234,PH025703000,DIFFUN,Utor,2013,8,318,326
1235,PH025704000,MADDELA,Utor,2013,271,3231,3502
1236,PH025705000,SAGUDAY,Utor,2013,10,416,426
1237,PH025706000,NAGTIPUNAN,Utor,2013,110,1463,1573
1238,PH031421000,SAN MIGUEL,Utor,2013,1,1,2
1239,PH035405000,CANDABA,Utor,2013,3,6,9
1240,PH037106000,MASINLOC,Utor,2013,3,1,4
1241,PH037113000,SANTA CRUZ,Utor,2013,19,348,367
1242,PH037702000,CASIGURAN,Utor,2013,1257,4026,5283
1243,PH037703000,DILASAG,Utor,2013,133,1941,2074
1244,PH037704000,DINALUNGAN,Utor,2013,369,1635,2004
1245,PH037706000,DIPACULAO,Utor,2013,101,1706,1807
1246,PH037707000,MARIA AURORA,Utor,2013,2,97,99
1247,PH037708000,SAN LUIS,Utor,2013,6,86,92
1248,PH056203000,BULAN,Utor,2013,7,1,8
1249,PH142701000,BANAUE,Utor,2013,1,18,19
1250,PH142702000,HUNGDUAN,Utor,2013,1,2,3
1251,PH142703000,KIANGAN,Utor,2013,1,5,6
1252,PH142704000,LAGAWE (Capital),Utor,2013,1,41,42
1253,PH142705000,LAMUT,Utor,2013,2,37,39
1254,PH142706000,MAYOYAO,Utor,2013,1,5,6
1255,PH142709000,HINGYON,Utor,2013,1,10,11
1256,PH142710000,TINOC,Utor,2013,1,12,13
1257,PH142711000,ASIPULO,Utor,2013,1,19,20
1258,PH143206000,LUBUAGAN,Utor,2013,1,6,7
1259,PH144405000,NATONIN,Utor,2013,1,13,14
1260,PH051714000,GARCHITORENA,Lingling,2014,12,437,449
1261,PH103504000,ILIGAN CITY,Lingling,2014,92,4,96
1262,PH103501000,Bacolod,Lingling,2014,7,,7
1263,PH103505000,kapatagan,Lingling,2014,4,,4
1264,PH103507000,kauswagan,Lingling,2014,151,,151
1265,PH103510000,linamon,Lingling,2014,27,,27
1266,PH104210000,ozamis city,Lingling,2014,5,,5
1267,PH104308000,GINGOOG CITY,Lingling,2014,26,,26
1268,PH103520000,TAGOLOAN,Lingling,2014,14,,14
1269,PH104305000,CAGAYAN DE ORO CITY (Capital),Lingling,2014,6,,6
1270,PH101305000,IMPASUG-ONG,Lingling,2014,3,,3
1271,PH112511000,Tarragona,Lingling,2014,104,,104
1272,PH112507000,Lupon,Lingling,2014,67,,67
1273,PH112503000,Boston,Lingling,2014,349,,349
1274,PH112505000,Cateel,Lingling,2014,293,,293
1275,PH112508000,Manay,Lingling,2014,3,,3
1276,PH112504000,Caraga,Lingling,2014,59,,59
1277,PH112506000,GOVERNOR GENEROSO,Lingling,2014,3,,3
1278,PH112509000,CITY OF MATI (Capital),Lingling,2014,30,,30
1279,PH112501000,Baganga,Lingling,2014,,,0
1280,PH118210000,New Bataan,Lingling,2014,21,,21
1281,PH160202000,BUTUAN CITY (Capital),Lingling,2014,14,,14
1282,PH160207000,Las Nieves,Lingling,2014,33,,33
1283,PH160206000,Kitcharao,Lingling,2014,,,0
1284,PH160207999,MAGALLANES,Lingling,2014,3,,3
1285,PH160205000,Jabonga,Lingling,2014,6,,6
1286,PH160209000,Nasipit,Lingling,2014,6,,6
1287,PH160203999,Carmen,Lingling,2014,1,,1
1288,PH160312000,Trento,Lingling,2014,30,,30
1289,PH160302000,Bunawan,Lingling,2014,30,,30
1290,PH160306000,PROSPERIDAD (Capital),Lingling,2014,1,,1
1291,PH160301000,CITY OF BAYUGAN,Lingling,2014,1,,1
1292,PH160311000,Talacogon,Lingling,2014,3,,3
1293,PH160314000,sibagat,Lingling,2014,14,,14
1294,PH166815000,san agustin,Lingling,2014,6,,6
1295,PH166812000,lingig,Lingling,2014,44,,44
1296,PH166807000,CARRASCAL,Lingling,2014,7,,7
1297,PH166803000,CITY OF BISLIG,Lingling,2014,9,,9
1298,PH166819000,CITY OF TANDAG (Capital),Lingling,2014,15,,15
1299,PH166810000,lanuza,Lingling,2014,1,,1
1300,PH166809000,hinatuan,Lingling,2014,3,,3
1301,PH166816000,san miguel,Lingling,2014,13,,13
1302,PH166818000,TAGO,Lingling,2014,27,,27
1303,PH166806000,carmen,Lingling,2014,2,,2
1304,PH166801000,barobo,Lingling,2014,8,,8
1305,PH166804000,cagwait,Lingling,2014,2,,2
1306,PH166711000,Gigaquit,Lingling,2014,13,,13
1307,PH166722000,sison,Lingling,2014,,,0
1308,PH166708000,del carmen,Lingling,2014,,,0
1309,PH166710000,general luna,Lingling,2014,84,,84
1310,PH166717000,placer,Lingling,2014,39,,39
1311,PH166721000,SANTA MONICA (SAPAO),Lingling,2014,1,,1
1312,PH166720000,san isidro,Lingling,2014,11,,11
1313,PH166707000,dapa,Lingling,2014,1,,1
1314,PH133901000,TONDO I / II,Rammasun,2014,27,15,42
1315,PH133902000,BINONDO,Rammasun,2014,3,,3
1316,PH012820000,SAN NICOLAS,Rammasun,2014,3,,3
1317,PH012924000,SANTA CRUZ,Rammasun,2014,2,,2
1318,PH045639000,SAMPALOC,Rammasun,2014,1,,1
1319,PH133908000,ERMITA,Rammasun,2014,4,,4
1320,PH133910000,MALATE,Rammasun,2014,4,,4
1321,PH133911000,PACO,Rammasun,2014,1,,1
1322,PH133913000,PORT AREA,Rammasun,2014,2,,2
1323,PH012805000,CITY OF BATAC,Rammasun,2014,3,2,5
1324,PH030801000,Abucay,Rammasun,2014,36,55,91
1325,PH030802000,Bagac,Rammasun,2014,1,50,51
1326,PH030803000,CITY OF BALANGA (Capital),Rammasun,2014,32,459,491
1327,PH030805000,Hermosa,Rammasun,2014,13,253,266
1328,PH030810000,Orion,Rammasun,2014,345,1009,1354
1329,PH030811000,Pilar,Rammasun,2014,76,234,310
1330,PH030812000,Samal,Rammasun,2014,10,730,740
1331,PH031404000,Bocaue,Rammasun,2014,3,2,5
1332,PH031410000,CITY OF MALOLOS (Capital),Rammasun,2014,5,2,7
1333,PH031409000,Hagonoy,Rammasun,2014,33,123,156
1334,PH035406000,Floridablanca,Rammasun,2014,4,36,40
1335,PH035413000,Mexico,Rammasun,2014,1,3,4
1336,PH035414000,Minalin,Rammasun,2014,2,11,13
1337,PH036902000,Bamban,Rammasun,2014,1,0,1
1338,PH037101000,Botolan,Rammasun,2014,53,349,402
1339,PH037102000,Cabangan,Rammasun,2014,11,76,87
1340,PH037105000,IBA (Capital),Rammasun,2014,14,25,39
1341,PH037108000,Palauig,Rammasun,2014,5,59,64
1342,PH037110000,San Felipe,Rammasun,2014,4,44,48
1343,PH037111000,San Marcelino,Rammasun,2014,8,128,136
1344,PH037112000,San Narciso,Rammasun,2014,7,42,49
1345,PH037113000,Sta. Cruz,Rammasun,2014,5,32,37
1346,PH037114000,Subic,Rammasun,2014,73,88,161
1347,PH041001000,Agoncillo,Rammasun,2014,140,1535,1675
1348,PH041005000,BATANGAS CITY (Capital),Rammasun,2014,121,420,541
1349,PH041007000,Calaca,Rammasun,2014,189,3231,3420
1350,PH041008000,Calatagan,Rammasun,2014,92,1150,1242
1351,PH041009000,Cuenca,Rammasun,2014,13,2289,2302
1352,PH041010000,Ibaan,Rammasun,2014,177,1355,1532
1353,PH041013000,Lian,Rammasun,2014,239,3050,3289
1354,PH041016000,Mabini,Rammasun,2014,11,58,69
1355,PH041017000,Malvar,Rammasun,2014,861,2201,3062
1356,PH041019000,Nasugbu,Rammasun,2014,727,7736,8463
1357,PH041021000,Rosario,Rammasun,2014,480,5946,6426
1358,PH041022000,San Jose,Rammasun,2014,100,2423,2523
1359,PH041023000,San Juan,Rammasun,2014,639,8201,8840
1360,PH041025000,San Nicolas,Rammasun,2014,170,1398,1568
1361,PH041027000,Sta. Teresita,Rammasun,2014,27,970,997
1362,PH041029000,Taal,Rammasun,2014,197,1414,1611
1363,PH041032000,Taysan,Rammasun,2014,110,739,849
1364,PH041033000,Tingloy,Rammasun,2014,39,256,295
1365,PH041034000,Tuy,Rammasun,2014,26,380,406
1366,PH041004000,Balete,Rammasun,2014,175,2081,2256
1367,PH041018000,MATAASNAKAHOY,Rammasun,2014,103,1707,1810
1368,PH041002000,Alitagtag,Rammasun,2014,86,1201,1287
1369,PH041014000,Lipa City,Rammasun,2014,505,17635,18140
1370,PH043401000,Alaminos,Rammasun,2014,120,80,200
1371,PH043402000,Bay,Rammasun,2014,1667,0,1667
1372,PH043405000,CITY OF CALAMBA,Rammasun,2014,567,2492,3059
1373,PH043406000,Calauan,Rammasun,2014,369,3040,3409
1374,PH043408000,Famy,Rammasun,2014,17,423,440
1375,PH043410000,Liliw,Rammasun,2014,158,939,1097
1376,PH043412000,Luisiana,Rammasun,2014,351,1876,2227
1377,PH043414000,Mabitac,Rammasun,2014,16,162,178
1378,PH043415000,Magdalena,Rammasun,2014,315,1510,1825
1379,PH043416000,Majayjay,Rammasun,2014,371,1358,1729
1380,PH043417000,Nagcarlan,Rammasun,2014,440,522,962
1381,PH043418000,Paete,Rammasun,2014,13,313,326
1382,PH043419000,Pagsanjan,Rammasun,2014,265,1671,1936
1383,PH043420000,Pakil,Rammasun,2014,225,1054,1279
1384,PH043422000,Pila,Rammasun,2014,40,62,102
1385,PH021521000,Rizal,Rammasun,2014,440,2270,2710
1386,PH043429000,Siniloan,Rammasun,2014,200,150,350
1387,PH043426000,SANTA CRUZ (Capital),Rammasun,2014,684,4578,5262
1388,PH043427000,SANTA MARIA,Rammasun,2014,36,259,295
1389,PH043430000,Victoria,Rammasun,2014,75,385,460
1390,PH043403000,CITY OF BIÑAN,Rammasun,2014,468,1908,2376
1391,PH043425000,CITY OF SAN PEDRO,Rammasun,2014,82,507,589
1392,PH043428000,CITY OF SANTA ROSA,Rammasun,2014,1023,2927,3950
1393,PH043411000,LOS BAÑOS,Rammasun,2014,767,4371,5138
1394,PH043424000,San Pablo City,Rammasun,2014,4758,15131,19889
1395,PH043407000,Cavinti,Rammasun,2014,125,1480,1605
1396,PH042103000,Bacoor City,Rammasun,2014,586,9188,9774
1397,PH042104000,Carmona,Rammasun,2014,74,792,866
1398,PH042105000,Cavite City,Rammasun,2014,583,4753,5336
1399,PH042106000,CITY OF DASMARIÑAS,Rammasun,2014,65,1552,1617
1400,PH042110000,Indang,Rammasun,2014,1260,2917,4177
1401,PH042111000,Kawit,Rammasun,2014,40,1870,1910
1402,PH042113000,Maragondon,Rammasun,2014,10,453,463
1403,PH042115000,Naic,Rammasun,2014,20,884,904
1404,PH042116000,Noveleta,Rammasun,2014,35,547,582
1405,PH042117000,ROSARIO,Rammasun,2014,74,0,74
1406,PH042118000,Silang,Rammasun,2014,134,718,852
1407,PH042119000,Tagaytay City,Rammasun,2014,272,4398,4670
1408,PH042120000,Tanza,Rammasun,2014,114,2816,2930
1409,PH042121000,Ternate,Rammasun,2014,2226,644,2870
1410,PH042122000,TRECE MARTIRES CITY (Capital),Rammasun,2014,293,2192,2485
1411,PH042123000,GEN. MARIANO ALVAREZ,Rammasun,2014,74,765,839
1412,PH042108000,CITY OF GENERAL TRIAS,Rammasun,2014,137,950,1087
1413,PH042101000,ALFONSO,Rammasun,2014,153,682,835
1414,PH045601000,Agdangan,Rammasun,2014,1322,1296,2618
1415,PH045602000,Alabat,Rammasun,2014,142,1783,1925
1416,PH045603000,Atimonan,Rammasun,2014,1388,4504,5892
1417,PH045605000,Buenavista,Rammasun,2014,657,2751,3408
1418,PH045607000,Calauag,Rammasun,2014,1249,5814,7063
1419,PH045608000,Candelaria,Rammasun,2014,563,8190,8753
1420,PH045615000,Dolores,Rammasun,2014,591,3374,3965
1421,PH045616000,General Luna,Rammasun,2014,500,700,1200
1422,PH045618000,Guinayangan,Rammasun,2014,1083,4052,5135
1423,PH045619000,Gumaca,Rammasun,2014,1388,2328,3716
1424,PH045620000,Infanta,Rammasun,2014,1,88,89
1425,PH045622000,Lopez,Rammasun,2014,2866,9413,12279
1426,PH045624000,LUCENA CITY (Capital),Rammasun,2014,3087,10598,13685
1427,PH045625000,Macalelon,Rammasun,2014,733,2042,2775
1428,PH045627000,Mauban,Rammasun,2014,935,6388,7323
1429,PH045628000,Mulanay,Rammasun,2014,56,145,201
1430,PH045630000,Pagbilao,Rammasun,2014,213,4735,4948
1431,PH045633000,Perez,Rammasun,2014,172,883,1055
1432,PH045634000,Pitogo,Rammasun,2014,1254,3669,4923
1433,PH045635000,Plaridel,Rammasun,2014,308,943,1251
1434,PH045637000,Quezon1,Rammasun,2014,189,1960,2149
1435,PH045638000,Real,Rammasun,2014,61,1478,1539
1436,PH045639000,Sampaloc,Rammasun,2014,59,892,951
1437,PH045640000,San Andres,Rammasun,2014,82,2047,2129
1438,PH045641000,San Antonio,Rammasun,2014,631,2427,3058
1439,PH045642000,SAN FRANCISCO (AURORA),Rammasun,2014,47,264,311
1440,PH045646000,Tagkawayan,Rammasun,2014,781,4346,5127
1441,PH045649000,Unisan,Rammasun,2014,1378,2818,4196
1442,PH045647000,CITY OF TAYABAS,Rammasun,2014,934,3959,4893
1443,PH045648000,  Tiaong,Rammasun,2014,1781,10765,12546
1444,PH045610000,Catanauan,Rammasun,2014,1687,3500,5187
1445,PH045645000,Sariaya1,Rammasun,2014,2242,9746,11988
1446,PH045645000,Sariaya2,Rammasun,2014,8564,1805,10369
1447,PH045802000,CITY OF ANTIPOLO,Rammasun,2014,63,734,797
1448,PH045803000,Baras,Rammasun,2014,10,15,25
1449,PH045804000,Binangonan,Rammasun,2014,245,1022,1267
1450,PH045808000,RODRIGUEZ (MONTALBAN),Rammasun,2014,29,11,40
1451,PH045811000,San Mateo,Rammasun,2014,23,23,46
1452,PH045812000,Tanay,Rammasun,2014,24,13,37
1453,PH045813000,Taytay,Rammasun,2014,3,26,29
1454,PH045814000,Teresa,Rammasun,2014,2,5,7
1455,PH045802000,CITY OF ANTIPOLO,Rammasun,2014,140,1316,1456
1456,PH045810000,Pillilia,Rammasun,2014,70,352,422
1457,PH174001000,BOAC (Capital),Rammasun,2014,18,440,458
1458,PH174002000,BUENAVISTA,Rammasun,2014,8,265,273
1459,PH174003000,Gasan,Rammasun,2014,9,289,298
1460,PH174004000,Mogpog,Rammasun,2014,3,25,28
1461,PH174005000,Sta. Cruz, Marinduque,Rammasun,2014,1,12,13
1462,PH175101000,Abra De Ilog,Rammasun,2014,6,134,140
1463,PH175102000,Calintaan,Rammasun,2014,7,2120,2127
1464,PH175103000,Looc,Rammasun,2014,3,10,13
1465,PH175104000,Lubang,Rammasun,2014,4,15,19
1466,PH175105000,Magsaysay,Rammasun,2014,3,82,85
1467,PH175106000,MAMBURAO (Capital),Rammasun,2014,2,67,69
1468,PH175107000,Paluan,Rammasun,2014,1,5,6
1469,PH021521000,Rizal,Rammasun,2014,6,136,142
1470,PH175109000,Sablayan,Rammasun,2014,3,394,397
1471,PH175110000,San Jose,Rammasun,2014,18,2501,2519
1472,PH175111000,Sta. Cruz,Rammasun,2014,3,19,22
1473,PH175201000,Baco,Rammasun,2014,5,127,132
1474,PH175207000,Mansalay,Rammasun,2014,2,16,18
1475,PH175208000,Naujan ,Rammasun,2014,7,159,166
1476,PH175211000,Puerto Galera,Rammasun,2014,13,42,55
1477,PH175213000,San Teodoro,Rammasun,2014,3,43,46
1478,PH175903000,Cajidiocan,Rammasun,2014,1,1,2
1479,PH175904000,Calatrava,Rammasun,2014,2,23,25
1480,PH175916000,Ferrol,Rammasun,2014,1,3,4
1481,PH175907000,Looc, Romblon,Rammasun,2014,1,1,2
1482,PH175908000,Magdiwang,Rammasun,2014,3,144,147
1483,PH175909000,Odiongan,Rammasun,2014,1,1,2
1484,PH175911000,San Agustin,Rammasun,2014,4,17,21
1485,PH175915000,Sta Fe,Rammasun,2014,2,6,8
1486,PH175917000,Sta Maria,Rammasun,2014,1,12,13
1487,PH050503000,DARAGA (LOCSIN),Rammasun,2014,91,0,91
1488,PH050504000,Guinobatan,Rammasun,2014,320,2086,2406
1489,PH050505000,Jovellar,Rammasun,2014,200,365,565
1490,PH050506000,Legazpi City**,Rammasun,2014,330,1372,1702
1491,PH050507000,Libon,Rammasun,2014,96,285,381
1492,PH050508000,CITY OF LIGAO,Rammasun,2014,53,519,572
1493,PH050510000,Malinao**,Rammasun,2014,1722,6318,8040
1494,PH050511000,Manito,Rammasun,2014,513,2299,2812
1495,PH050516000,SANTO DOMINGO (LIBOG),Rammasun,2014,215,1649,1864
1496,PH050518000,Tiwi,Rammasun,2014,1235,5027,6262
1497,PH051701000,Baao,Rammasun,2014,394,1807,2201
1498,PH051702000,Balatan,Rammasun,2014,250,2550,2800
1499,PH051705000,Buhi,Rammasun,2014,1193,6528,7721
1500,PH051706000,Bula,Rammasun,2014,934,4842,5776
1501,PH051707000,Cabusao,Rammasun,2014,696,2152,2848
1502,PH051708000,Calabanga,Rammasun,2014,1189,4556,5745
1503,PH051709000,Camaligan,Rammasun,2014,227,1679,1906
1504,PH051710000,Canaman,Rammasun,2014,1036,3062,4098
1505,PH051712000,Del Gallego,Rammasun,2014,295,2602,2897
1506,PH051713000,Gainza,Rammasun,2014,382,1494,1876
1507,PH051715000,Goa,Rammasun,2014,378,2186,2564
1508,PH051716000,Iriga City,Rammasun,2014,780,4118,4898
1509,PH051717000,Lagonoy,Rammasun,2014,170,968,1138
1510,PH051718000,Libmanan,Rammasun,2014,3340,12526,15866
1511,PH051719000,Lupi,Rammasun,2014,315,3567,3882
1512,PH051720000,Magarao,Rammasun,2014,578,2230,2808
1513,PH051721000,Milaor,Rammasun,2014,372,2860,3232
1514,PH051722000,Minalabac,Rammasun,2014,1189,4556,5745
1515,PH051723000,Nabua,Rammasun,2014,1314,7009,8323
1516,PH051724000,Naga City,Rammasun,2014,284,1896,2180
1517,PH051725000,Ocampo,Rammasun,2014,1138,5152,6290
1518,PH051726000,Pamplona,Rammasun,2014,1191,4069,5260
1519,PH051728000,PILI (Capital),Rammasun,2014,1511,5162,6673
1520,PH051730000,Ragay,Rammasun,2014,1546,8259,9805
1521,PH051732000,San Fernando,Rammasun,2014,5273,4475,9748
1522,PH051733000,San Jose,Rammasun,2014,729,4114,4843
1523,PH051731000,SAGÑAY,Rammasun,2014,1274,5068,6342
1524,PH051734000,Sipocot,Rammasun,2014,1219,6354,7573
1525,PH051737000,Tinambac,Rammasun,2014,195,5378,5573
1526,PH051714000,Garchitorrena,Rammasun,2014,20,3,23
1527,PH051729000,PRESENTACION (PARUBCAN),Rammasun,2014,241,1910,2151
1528,PH051735000,Siruma,Rammasun,2014,35,705,740
1529,PH051601000,Basud,Rammasun,2014,118,1639,1757
1530,PH051602000,Capalonga,Rammasun,2014,824,1285,2109
1531,PH051603000,DAET (Capital),Rammasun,2014,57,775,832
1532,PH051606000,Labo,Rammasun,2014,87,1593,1680
1533,PH051607000,Mercedes,Rammasun,2014,183,698,881
1534,PH051608000,Paracale,Rammasun,2014,14,151,165
1535,PH051604000,SAN LORENZO RUIZ (IMELDA),Rammasun,2014,7,341,348
1536,PH051609000,SAN VICENTE,Rammasun,2014,11,124,135
1537,PH051611000,Talisay,Rammasun,2014,82,999,1081
1538,PH051610000,SANTA ELENA,Rammasun,2014,161,2645,2806
1539,PH051612000,Vinzons,Rammasun,2014,73,868,941
1540,PH052002000,Baras,Rammasun,2014,4,81,85
1541,PH052010000,Viga,Rammasun,2014,21,16,37
1542,PH052011000,VIRAC (Capital),Rammasun,2014,73,766,839
1543,PH054106000,Cawayan,Rammasun,2014,123,14,137
1544,PH054108000,Dimasalang,Rammasun,2014,4,31,35
1545,PH054113000,Mobo,Rammasun,2014,10,121,131
1546,PH054114000,Monreal,Rammasun,2014,77,574,651
1547,PH054119000,San Jacinto,Rammasun,2014,16,74,90
1548,PH054120000,San Pascual,Rammasun,2014,53,455,508
1549,PH056202000,Barcelona,Rammasun,2014,282,1917,2199
1550,PH056203000,Bulan,Rammasun,2014,218,1171,1389
1551,PH056204000,Bulusan,Rammasun,2014,225,2833,3058
1552,PH056205000,Casiguran,Rammasun,2014,418,2820,3238
1553,PH056206000,Castilla,Rammasun,2014,271,1433,1704
1554,PH056208000,Gubat,Rammasun,2014,1170,2008,3178
1555,PH056209000,Irosin,Rammasun,2014,405,18,423
1556,PH056210000,Juban,Rammasun,2014,413,2357,2770
1557,PH056212000,Matnog,Rammasun,2014,128,1721,1849
1558,PH056213000,Pilar,Rammasun,2014,571,4405,4976
1559,PH056214000,Prieto Diaz,Rammasun,2014,896,3533,4429
1560,PH084801000,Allen,Rammasun,2014,316,284,600
1561,PH084802000,Biri,Rammasun,2014,350,1634,1984
1562,PH084803000,Bobon,Rammasun,2014,350,1634,1984
1563,PH084804000,Capul,Rammasun,2014,18,356,374
1564,PH084805000,CATARMAN (Capital),Rammasun,2014,18,398,416
1565,PH084806000,Catubig,Rammasun,2014,156,2174,2330
1566,PH084807000,Gamay,Rammasun,2014,153,850,1003
1567,PH084808000,Laoang,Rammasun,2014,1186,7200,8386
1568,PH084809000,Lapinig,Rammasun,2014,50,1442,1492
1569,PH084810000,Las Navas,Rammasun,2014,3,610,613
1570,PH084811000,Lavezares,Rammasun,2014,176,2077,2253
1571,PH084824000,Lope de Vega,Rammasun,2014,4,130,134
1572,PH084812000,Mapanas,Rammasun,2014,339,1245,1584
1573,PH084813000,Mondragon,Rammasun,2014,682,6155,6837
1574,PH084814000,Palapag,Rammasun,2014,434,6340,6774
1575,PH084815000,Pambujan,Rammasun,2014,582,2833,3415
1576,PH084816000,Rosario,Rammasun,2014,27,249,276
1577,PH084817000,San Antonio,Rammasun,2014,51,391,442
1578,PH084818000,San Isidro,Rammasun,2014,81,276,357
1579,PH084819000,San Jose,Rammasun,2014,1015,2125,3140
1580,PH084820000,San Roque,Rammasun,2014,555,564,1119
1581,PH084821000,San Vicente,Rammasun,2014,21,143,164
1582,PH084823000,Victoria,Rammasun,2014,41,132,173
1583,PH082601000,Arteche,Rammasun,2014,106,1960,2066
1584,PH082621000,San Policarpo,Rammasun,2014,124,727,851
1585,PH082611000,Jipapad,Rammasun,2014,10,450,460
1586,PH086005000,CITY OF CATBALOGAN (Capital),Rammasun,2014,585,2485,3070
1587,PH086003000,Calbayog City,Rammasun,2014,264,3185,3449
1588,PH086001000,Almagro,Rammasun,2014,21,250,271
1589,PH086006000,Daram,Rammasun,2014,364,2662,3026
1590,PH086007000,Gandara,Rammasun,2014,58,3578,3636
1591,PH086008000,Hinabangan,Rammasun,2014,15,350,365
1592,PH086009000,Jiabong,Rammasun,2014,93,129,222
1593,PH086012000,Motiong,Rammasun,2014,50,0,50
1594,PH086022000,PARANAS (WRIGHT),Rammasun,2014,6,132,138
1595,PH086013000,Pinabacdao,Rammasun,2014,253,671,924
1596,PH086025000,San Jorge,Rammasun,2014,16,587,603
1597,PH086016000,Sta. Margarita,Rammasun,2014,339,1878,2217
1598,PH086017000,Sta. Rita,Rammasun,2014,24,164,188
1599,PH086015000,San Sebastian,Rammasun,2014,12,871,883
1600,PH086018000,SANTO NIÑO,Rammasun,2014,6,63,69
1601,PH086020000,TARANGNAN,Rammasun,2014,160,32,192
1602,PH086021000,Villareal,Rammasun,2014,251,1530,1781
1603,PH086019000,Talolora,Rammasun,2014,31,97,128
1604,PH148102000,Conner,Kalmaegi,2014,0,61,61
1605,PH148104000,KABUGAO (Capital),Kalmaegi,2014,0,8,8
1606,PH148103000,Flora,Kalmaegi,2014,0,104,104
1607,PH013310000,Luna,Kalmaegi,2014,0,21,21
1608,PH148106000,Pudtol,Kalmaegi,2014,4,8,12
1609,PH148107000,Santa Marcela,Kalmaegi,2014,1,127,128
1610,PH141106000,Itogon,Kalmaegi,2014,1,16,17
1611,PH143206000,Lubuagan,Kalmaegi,2014,0,9,9
1612,PH143209000,Pinukpuk,Kalmaegi,2014,3,90,93
1613,PH012804000,Bangui,Kalmaegi,2014,0,11,11
1614,PH012815000,Pagudpud,Kalmaegi,2014,0,11,11
1615,PH013303000,Bacnotan,Kalmaegi,2014,1,7,8
1616,PH013319000,Sudipen,Kalmaegi,2014,0,1,1
1617,PH013309000,Caba,Kalmaegi,2014,0,5,5
1618,PH013317000,Santo Tomas,Kalmaegi,2014,0,2,2
1619,PH015502000,Aguilar,Kalmaegi,2014,0,2,2
1620,PH015533000,San Fabian,Kalmaegi,2014,51,59,110
1621,PH015512000,Binalonan,Kalmaegi,2014,1,0,1
1622,PH015548000,Loaoac,Kalmaegi,2014,1,0,1
1623,PH015530000,Pozzorubio,Kalmaegi,2014,1,0,1
1624,PH015546000,CITY OF URDANETA,Kalmaegi,2014,1,0,1
1625,PH015547000,Villasis,Kalmaegi,2014,2,0,2
